Protein IDs,Majority protein IDs,Peptide counts (unique),Fasta headers,Mol. weight [kDa],Intensity,B1.1_1,B1.1_2,B1.1_3,CT_1,B0.3_1,B0.3_2,B0.3_3,B1.1_4,CT_2,CT_3,B0.3_4,B0.3_5,CT_4,CT_5,B1.1_5 
Q3SX41;A0A3Q1M3X9;A0A3Q1MDJ3;A0A3Q1M6I5,Q3SX41;A0A3Q1M3X9;A0A3Q1MDJ3;A0A3Q1M6I5,2;2;2;2,sp|Q3SX41|LC7L3_BOVIN Luc7-like protein 3 OS=Bos taurus OX=9913 GN=LUC7L3 PE=2 SV=1;tr|A0A3Q1M3X9|A0A3Q1M3X9_BOVIN Luc7-like protein 3 OS=Bos taurus OX=9913 GN=LUC7L3 PE=3 SV=1;tr|A0A3Q1MDJ3|A0A3Q1MDJ3_BOVIN Luc7-like protein 3 OS=Bos taurus OX=9913 GN=LUC,51.496,26570000,0,4939700,0,0,0,0,0,0,0,0,0,0,0,0,0
A5D7E2;A0A3Q1M445,A5D7E2;A0A3Q1M445,2;2,sp|A5D7E2|TM9S4_BOVIN Transmembrane 9 superfamily member 4 OS=Bos taurus OX=9913 GN=TM9SF4 PE=2 SV=2;tr|A0A3Q1M445|A0A3Q1M445_BOVIN Transmembrane 9 superfamily member OS=Bos taurus OX=9913 GN=TM9SF4 PE=3 SV=1,74.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1M474;Q5E993,A0A3Q1M474;Q5E993,1;1,tr|A0A3Q1M474|A0A3Q1M474_BOVIN ER membrane protein complex subunit 2 OS=Bos taurus OX=9913 GN=EMC2 PE=3 SV=1;sp|Q5E993|EMC2_BOVIN ER membrane protein complex subunit 2 OS=Bos taurus OX=9913 GN=EMC2 PE=2 SV=1,34.624,16990000,0,3347900,0,0,0,0,0,0,0,0,0,0,0,0,0
E1B9L5;A0A3Q1MDB8,E1B9L5;A0A3Q1MDB8,2;2,tr|E1B9L5|E1B9L5_BOVIN FMR1 autosomal homolog 2 OS=Bos taurus OX=9913 GN=FXR2 PE=3 SV=3;tr|A0A3Q1MDB8|A0A3Q1MDB8_BOVIN FMR1 autosomal homolog 2 OS=Bos taurus OX=9913 GN=FXR2 PE=3 SV=1,71.365,7292300,0,3584300,0,0,0,0,0,0,0,0,0,0,0,0,0
Q862N7;A0A3Q1MK01;Q56JY8;Q3SZB6;A0A3Q1MNN0,Q862N7;A0A3Q1MK01;Q56JY8;Q3SZB6,3;3;3;3;1,tr|Q862N7|Q862N7_BOVIN Transcription factor BTF3 (Fragment) OS=Bos taurus OX=9913 PE=2 SV=1;tr|A0A3Q1MK01|A0A3Q1MK01_BOVIN Transcription factor BTF3 OS=Bos taurus OX=9913 GN=BTF3 PE=3 SV=1;tr|Q56JY8|Q56JY8_BOVIN Transcription factor BTF3 OS=Bos taurus OX=9,16.393,33459000,0,0,0,0,0,0,0,0,0,0,0,0,7385000,0,0
A0A3S5ZPI7;Q0P5F6,A0A3S5ZPI7;Q0P5F6,2;2,tr|A0A3S5ZPI7|A0A3S5ZPI7_BOVIN Cytochrome b5 type B OS=Bos taurus OX=9913 GN=CYB5B PE=3 SV=1;tr|Q0P5F6|Q0P5F6_BOVIN CYB5B protein OS=Bos taurus OX=9913 GN=CYB5B PE=2 SV=2,16.182,20322000,0,9988700,0,0,0,0,0,0,0,0,0,0,0,0,0
A7YWQ2;A5PJA8,A7YWQ2;A5PJA8,1;1,tr|A7YWQ2|A7YWQ2_BOVIN ER membrane protein complex subunit 7 OS=Bos taurus OX=9913 GN=EMC7 PE=2 SV=1;sp|A5PJA8|EMC7_BOVIN ER membrane protein complex subunit 7 OS=Bos taurus OX=9913 GN=EMC7 PE=2 SV=1,26.502,8269200,0,4064400,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PKG4,A5PKG4,2,"tr|A5PKG4|A5PKG4_BOVIN Cysteine desulfurase, mitochondrial OS=Bos taurus OX=9913 GN=NFS1 PE=2 SV=1",50.343,21496000,0,10566000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q28900;A7MBA8,Q28900;A7MBA8,1;1,tr|Q28900|Q28900_BOVIN EST00848 homolog protein (Fragment) OS=Bos taurus OX=9913 GN=EST00848 homolog PE=2 SV=1;tr|A7MBA8|A7MBA8_BOVIN ZFAND5 protein OS=Bos taurus OX=9913 GN=ZFAND5 PE=2 SV=1,5.3091,19117000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748000
A7YY55,A7YY55,2,sp|A7YY55|HACD3_BOVIN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Bos taurus OX=9913 GN=HACD3 PE=2 SV=1,43.133,32005000,0,8184100,0,0,0,0,0,0,0,0,0,0,0,0,0
E1BB38,E1BB38,2,tr|E1BB38|E1BB38_BOVIN Signal recognition particle subunit SRP72 OS=Bos taurus OX=9913 GN=SRP72 PE=1 SV=1,74.727,25744000,0,12653000,0,0,0,0,0,0,0,0,0,0,0,0,0
E1BJV5,E1BJV5,3,tr|E1BJV5|E1BJV5_BOVIN Zinc finger protein 638 OS=Bos taurus OX=9913 GN=ZNF638 PE=4 SV=3,219.77,3741600,0,1839100,0,0,0,0,0,0,0,0,0,0,0,0,0
E1BM26,E1BM26,1,tr|E1BM26|E1BM26_BOVIN Proteasome activator subunit 3 OS=Bos taurus OX=9913 GN=PSME3 PE=3 SV=1,29.506,5722600,0,2812700,0,0,0,0,0,0,0,0,0,0,0,0,0
F1MBQ0,F1MBQ0,1,tr|F1MBQ0|F1MBQ0_BOVIN Dynein light intermediate chain OS=Bos taurus OX=9913 GN=DYNC1LI2 PE=3 SV=2,54.58,11196000,0,0,0,0,0,0,0,0,0,2198200,0,0,0,0,0
F1MR53,F1MR53,1,tr|F1MR53|F1MR53_BOVIN Uncharacterized protein OS=Bos taurus OX=9913 PE=4 SV=3,36.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3T143;F1MZK4,Q3T143;F1MZK4,1;1,tr|Q3T143|Q3T143_BOVIN BZW1 protein (Fragment) OS=Bos taurus OX=9913 GN=BZW1 PE=2 SV=1;tr|F1MZK4|F1MZK4_BOVIN Basic leucine zipper and W2 domains 1 OS=Bos taurus OX=9913 GN=BZW1 PE=3 SV=3,32.399,30711000,0,0,0,0,0,0,0,0,0,1903400,0,0,0,0,0
G5E5S2,G5E5S2,1,tr|G5E5S2|G5E5S2_BOVIN Negative elongation factor complex member B OS=Bos taurus OX=9913 GN=NELFB PE=4 SV=2,70.158,3693500,0,1815400,0,0,0,0,0,0,0,0,0,0,0,0,0
P06623,P06623,2,"sp|P06623|CN37_BOVIN 2,3-cyclic-nucleotide 3-phosphodiesterase OS=Bos taurus OX=9913 GN=CNP PE=2 SV=2",44.875,27807000,0,13667000,0,0,0,0,0,0,0,0,0,0,0,0,0
P13271;A0A452DJA3,P13271;A0A452DJA3,2;1,sp|P13271|QCR8_BOVIN Cytochrome b-c1 complex subunit 8 OS=Bos taurus OX=9913 GN=UQCRQ PE=1 SV=3;tr|A0A452DJA3|A0A452DJA3_BOVIN Complex III subunit 8 OS=Bos taurus OX=9913 GN=UQCRQ PE=3 SV=1,9.7201,30896000,0,0,0,0,0,0,0,0,0,0,3362800,0,0,0,0
Q2KIA4,Q2KIA4,1,sp|Q2KIA4|SCD5_BOVIN Stearoyl-CoA desaturase 5 OS=Bos taurus OX=9913 GN=SCD5 PE=2 SV=1,38.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2NKR5;A0A3Q1LUU1,Q2NKR5;A0A3Q1LUU1,2;1,tr|Q2NKR5|Q2NKR5_BOVIN Adiposis regulatory factor OS=Bos taurus OX=9913 GN=ADIRF PE=1 SV=1;tr|A0A3Q1LUU1|A0A3Q1LUU1_BOVIN Adiposis regulatory factor OS=Bos taurus OX=9913 GN=ADIRF PE=1 SV=1,7.9127,22927000,0,0,0,0,0,0,0,0,6065000,0,0,0,0,0,0
Q3SZ98,Q3SZ98,1,tr|Q3SZ98|Q3SZ98_BOVIN Guanine nucleotide-binding protein subunit gamma OS=Bos taurus OX=9913 GN=GNG10 PE=2 SV=1,7.2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3T062,Q3T062,2,sp|Q3T062|RRP15_BOVIN RRP15-like protein OS=Bos taurus OX=9913 GN=RRP15 PE=2 SV=1,31.491,14168000,0,0,0,0,0,0,0,0,0,0,0,6196300,0,0,0
A0A3Q1M1V9;F1MKU9;A0A3Q1LFP0;A0A3Q1MNR0;A0A3Q1NC33;A7E392;A0A3Q1NI86,A0A3Q1M1V9;F1MKU9;A0A3Q1LFP0;A0A3Q1MNR0;A0A3Q1NC33;A7E392;A0A3Q1NI86,2;2;2;2;2;1;1,tr|A0A3Q1M1V9|A0A3Q1M1V9_BOVIN Transcription elongation regulator 1 OS=Bos taurus OX=9913 GN=TCERG1 PE=4 SV=1;tr|F1MKU9|F1MKU9_BOVIN Transcription elongation regulator 1 OS=Bos taurus OX=9913 GN=TCERG1 PE=4 SV=3;tr|A0A3Q1LFP0|A0A3Q1LFP0_BOVIN Transcription,113.97,16437000,0,6003000,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1MQ74;G3X755;A0A3Q1LQI3;A0A3Q1MUJ8,A0A3Q1MQ74;G3X755;A0A3Q1LQI3;A0A3Q1MUJ8,2;2;2;2,tr|A0A3Q1MQ74|A0A3Q1MQ74_BOVIN Plexin B2 OS=Bos taurus OX=9913 GN=PLXNB2 PE=3 SV=1;tr|G3X755|G3X755_BOVIN Plexin B2 OS=Bos taurus OX=9913 GN=PLXNB2 PE=3 SV=2;tr|A0A3Q1LQI3|A0A3Q1LQI3_BOVIN Plexin B2 OS=Bos taurus OX=9913 GN=PLXNB2 PE=3 SV=1;tr|A0A3Q1MUJ8|A,204.95,16599000,0,2497800,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1M2K7;A0A3Q1LR69;E1BG09,A0A3Q1M2K7;A0A3Q1LR69;E1BG09,2;2;2,tr|A0A3Q1M2K7|A0A3Q1M2K7_BOVIN Rotatin OS=Bos taurus OX=9913 GN=RTTN PE=4 SV=1;tr|A0A3Q1LR69|A0A3Q1LR69_BOVIN Rotatin OS=Bos taurus OX=9913 GN=RTTN PE=4 SV=1;tr|E1BG09|E1BG09_BOVIN Rotatin OS=Bos taurus OX=9913 GN=RTTN PE=4 SV=3,229.28,15338000,0,0,0,0,0,0,0,0,0,0,0,12212000,0,0,0
A0A3Q1M2Q2,A0A3Q1M2Q2,1,tr|A0A3Q1M2Q2|A0A3Q1M2Q2_BOVIN 14_3_3 domain-containing protein OS=Bos taurus OX=9913 PE=3 SV=1,27.508,32653000,0,0,0,0,0,0,0,7256400,0,0,0,0,0,0,0
Q4JIJ3;A0A3Q1M346;A0A3Q1MEQ8;F1N0S3,Q4JIJ3;A0A3Q1M346;A0A3Q1MEQ8;F1N0S3,2;2;1;1,sp|Q4JIJ3|METH_BOVIN Methionine synthase OS=Bos taurus OX=9913 GN=MTR PE=2 SV=1;tr|A0A3Q1M346|A0A3Q1M346_BOVIN Methionine synthase OS=Bos taurus OX=9913 GN=MTR PE=3 SV=1;tr|A0A3Q1MEQ8|A0A3Q1MEQ8_BOVIN Methionine synthase OS=Bos taurus OX=9913 GN=MTR PE=3 S,140.48,29497000,0,0,0,0,0,0,0,0,0,0,0,0,0,9959400,0
A0A3Q1M498,A0A3Q1M498,1,tr|A0A3Q1M498|A0A3Q1M498_BOVIN Dynein light chain OS=Bos taurus OX=9913 PE=3 SV=1,7.3364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3Q1M4Q5;Q2KIR5,A0A3Q1M4Q5;Q2KIR5,1;1,tr|A0A3Q1M4Q5|A0A3Q1M4Q5_BOVIN Choline-phosphate cytidylyltransferase OS=Bos taurus OX=9913 GN=PCYT1A PE=3 SV=1;tr|Q2KIR5|Q2KIR5_BOVIN Choline-phosphate cytidylyltransferase OS=Bos taurus OX=9913 GN=PCYT1A PE=2 SV=1,41.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1BEL9;A0A3Q1MSN7,E1BEL9;A0A3Q1MSN7,1;1,tr|E1BEL9|E1BEL9_BOVIN Coenzyme A synthase OS=Bos taurus OX=9913 GN=COASY PE=3 SV=2;tr|A0A3Q1MSN7|A0A3Q1MSN7_BOVIN Coenzyme A synthase OS=Bos taurus OX=9913 GN=COASY PE=3 SV=1,61.799,9561400,0,4699600,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PKJ2;F1MSW6;A5PKF6,A5PKJ2;F1MSW6;A5PKF6,1;1;1,"tr|A5PKJ2|A5PKJ2_BOVIN SMARCE1 protein OS=Bos taurus OX=9913 GN=SMARCE1 PE=2 SV=1;tr|F1MSW6|F1MSW6_BOVIN SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 OS=Bos taurus OX=9913 GN=SMARCE1 PE=4 SV=2;tr|A5PKF6|",42.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1BAF6,E1BAF6,1,tr|E1BAF6|E1BAF6_BOVIN Proline rich coiled-coil 2A OS=Bos taurus OX=9913 GN=PRRC2A PE=4 SV=3,229.62,25827000,0,0,0,0,0,0,0,0,0,17315000,0,0,0,0,0
Q1LZ78;F1MM52,Q1LZ78;F1MM52,3;3,sp|Q1LZ78|NTPCR_BOVIN Cancer-related nucleoside-triphosphatase homolog OS=Bos taurus OX=9913 GN=NTPCR PE=2 SV=1;tr|F1MM52|F1MM52_BOVIN Cancer-related nucleoside-triphosphatase homolog OS=Bos taurus OX=9913 GN=NTPCR PE=3 SV=1,20.682,13248000,0,6511800,0,0,0,0,0,0,0,0,0,0,0,0,0
Q2KIK9;F1N102,Q2KIK9;F1N102,2;2,tr|Q2KIK9|Q2KIK9_BOVIN Complement component 8 subunit beta OS=Bos taurus OX=9913 GN=C8B PE=2 SV=1;tr|F1N102|F1N102_BOVIN Complement component 8 subunit beta OS=Bos taurus OX=9913 GN=C8B PE=3 SV=3,44.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G3MWH4,G3MWH4,1,tr|G3MWH4|G3MWH4_BOVIN Histone domain-containing protein OS=Bos taurus OX=9913 PE=3 SV=1,13.759,10854000,0,0,0,0,0,0,0,0,0,0,0,4759500,0,0,0
Q3SZ11,Q3SZ11,1,tr|Q3SZ11|Q3SZ11_BOVIN Replication protein A3 OS=Bos taurus OX=9913 GN=RPA3 PE=2 SV=1,13.508,20664000,0,10157000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3SZR9,Q3SZR9,1,sp|Q3SZR9|TSN3_BOVIN Tetraspanin-3 OS=Bos taurus OX=9913 GN=TSPAN3 PE=2 SV=1,27.937,13101000,0,0,0,0,4090500,0,0,0,0,0,0,0,0,0,0
Q9TT94;Q867D1,Q9TT94;Q867D1,1;1,sp|Q9TT94|SCD_BOVIN Stearoyl-CoA desaturase OS=Bos taurus OX=9913 GN=SCD PE=2 SV=2;tr|Q867D1|Q867D1_BOVIN Stearoyl-CoA 9-desaturase OS=Bos taurus OX=9913 GN=Scd PE=2 SV=1,41.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REV__A0A075BVB4;REV__A0A075CB69,REV__A0A075BVB4;REV__A0A075CB69,1;1,tr|A0A075BVB4|A0A075BVB4_BOVIN KIR3DXL1 (Fragment) OS=Bos taurus OX=9913 GN=KIR3DXL1 PE=4 SV=1;tr|A0A075CB69|A0A075CB69_BOVIN KIR3DXL1 OS=Bos taurus OX=9913 GN=KIR3DXL1 PE=4 SV=1,42.097,325130000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13654000
A0A3Q1MHJ6;A0A3Q1LS72;F1N090;A0A3Q1MTW0,A0A3Q1MHJ6;A0A3Q1LS72;F1N090;A0A3Q1MTW0,1;1;1;1,tr|A0A3Q1MHJ6|A0A3Q1MHJ6_BOVIN TBC1 domain family member 15 OS=Bos taurus OX=9913 GN=TBC1D15 PE=4 SV=1;tr|A0A3Q1LS72|A0A3Q1LS72_BOVIN TBC1 domain family member 15 OS=Bos taurus OX=9913 GN=TBC1D15 PE=4 SV=1;tr|F1N090|F1N090_BOVIN TBC1 domain family member 1,69.997,6900300,0,0,4167400,0,0,0,0,0,0,0,0,0,0,0,0
I6UW03;I3PGL2;Q05688;A0A3Q1NB49;G1K218,I6UW03;I3PGL2;Q05688;A0A3Q1NB49;G1K218,1;1;1;1;1,tr|I6UW03|I6UW03_BOVIN Insulin-like growth factor I receptor (Fragment) OS=Bos taurus OX=9913 GN=IGF1R PE=4 SV=1;tr|I3PGL2|I3PGL2_BOVIN Tyrosine-protein kinase receptor (Fragment) OS=Bos taurus OX=9913 GN=IGFR1 PE=2 SV=1;sp|Q05688|IGF1R_BOVIN Insulin-like ,11.152,4948900,0,0,0,0,0,0,0,0,773040,0,0,0,0,0,0
A5PJF5,A5PJF5,1,tr|A5PJF5|A5PJF5_BOVIN BRI3 binding protein OS=Bos taurus OX=9913 GN=BRI3BP PE=2 SV=1,26.937,5601800,0,0,0,0,0,0,0,0,2340900,0,0,0,0,0,0
A7Z087,A7Z087,1,tr|A7Z087|A7Z087_BOVIN CPEB4 protein OS=Bos taurus OX=9913 GN=CPEB4 PE=2 SV=1,36.212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q58DQ8;E1BEA2,Q58DQ8;E1BEA2,1;1,tr|Q58DQ8|Q58DQ8_BOVIN Enhancer of mRNA decapping 3 OS=Bos taurus OX=9913 GN=EDC3 PE=2 SV=1;tr|E1BEA2|E1BEA2_BOVIN Enhancer of mRNA-decapping protein 3 OS=Bos taurus OX=9913 GN=EDC3 PE=3 SV=3,28.916,16195000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3490600
Q3B7M6,Q3B7M6,1,sp|Q3B7M6|NEDD1_BOVIN Protein NEDD1 OS=Bos taurus OX=9913 GN=NEDD1 PE=2 SV=1,71.203,5953200,0,0,0,0,0,1329200,0,0,0,0,0,0,0,0,0
REV__E1BF29,REV__E1BF29,1,tr|E1BF29|E1BF29_BOVIN Kinesin family member 11 OS=Bos taurus OX=9913 GN=KIF11 PE=4 SV=3,119.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CON__P48668,CON__P48668,0,,60.024,3719400000,0,1118100000,394880000,0,18752000,0,1018000000,20443000,91132000,22513000,96860000,206590000,17022000,0,0
Q3ZBF7;A0A452DIU3,Q3ZBF7;A0A452DIU3,9;8,sp|Q3ZBF7|TEBP_BOVIN Prostaglandin E synthase 3 OS=Bos taurus OX=9913 GN=PTGES3 PE=1 SV=1;tr|A0A452DIU3|A0A452DIU3_BOVIN Prostaglandin E synthase 3 OS=Bos taurus OX=9913 GN=PTGES3 PE=3 SV=1,18.697,1278300000,0,103600000,58570000,0,76485000,122830000,67025000,0,68614000,80802000,98496000,149620000,167150000,88548000,121160000
CON__P08779;CON__Q9Z2K1;CON__Q3ZAW8;G3X7W8,CON__P08779,15;2;2;1,,51.267,1169700000,0,348000000,0,0,0,0,313170000,0,101480000,38746000,0,0,0,0,0
CON__O43790;E1B898;A0A3Q1MKM0;Q148H4;A0A3Q1ML39;A1A4M3;A4FUZ0;A0A452DI61;F1N566,CON__O43790;E1B898;A0A3Q1MKM0;Q148H4;A0A3Q1ML39,3;0;0;0;0;0;0;0;0,";tr|E1B898|E1B898_BOVIN Keratin 86 OS=Bos taurus OX=9913 GN=KRT86 PE=3 SV=1;tr|A0A3Q1MKM0|A0A3Q1MKM0_BOVIN Keratin 86 OS=Bos taurus OX=9913 GN=KRT86 PE=3 SV=1;sp|Q148H4|KRT81_BOVIN Keratin, type II cuticular Hb1 OS=Bos taurus OX=9913 GN=KRT81 PE=2 SV=1;tr|",53.5,764330000,0,38380000,0,0,0,0,0,0,0,0,0,0,0,0,880260000
A0A3Q1LZ47;Q2HJ65,A0A3Q1LZ47;Q2HJ65,8;8,tr|A0A3Q1LZ47|A0A3Q1LZ47_BOVIN Core histone macro-H2A OS=Bos taurus OX=9913 GN=MACROH2A1 PE=1 SV=1;tr|Q2HJ65|Q2HJ65_BOVIN Core histone macro-H2A OS=Bos taurus OX=9913 GN=MACROH2A1 PE=1 SV=1,39.087,335690000,0,27923000,0,0,31279000,0,0,0,0,0,40437000,45452000,46314000,47237000,69301000
Q5PXY7;A5PJB5;A0A3Q1LX32,Q5PXY7;A5PJB5;A0A3Q1LX32,10;10;10,sp|Q5PXY7|RABP2_BOVIN Cellular retinoic acid-binding protein 2 OS=Bos taurus OX=9913 GN=CRABP2 PE=2 SV=3;tr|A5PJB5|A5PJB5_BOVIN CRABP2 protein OS=Bos taurus OX=9913 GN=CRABP2 PE=2 SV=1;tr|A0A3Q1LX32|A0A3Q1LX32_BOVIN Cellular retinoic acid-binding protein 2,15.735,490780000,0,0,0,0,0,0,0,0,0,0,69008000,89234000,73419000,55522000,79993000
A0A3Q1LMC1;A3KMY8;A0A3Q1MDD4;A0A3Q1NB19;A0A3Q1NKM6,A0A3Q1LMC1;A3KMY8;A0A3Q1MDD4,11;11;10;2;2,tr|A0A3Q1LMC1|A0A3Q1LMC1_BOVIN Beta-glucuronidase OS=Bos taurus OX=9913 GN=GUSB PE=3 SV=1;tr|A3KMY8|A3KMY8_BOVIN Beta-glucuronidase OS=Bos taurus OX=9913 GN=GUSB PE=2 SV=1;tr|A0A3Q1MDD4|A0A3Q1MDD4_BOVIN Beta-glucuronidase OS=Bos taurus OX=9913 GN=GUSB PE=3,73.679,258230000,0,31573000,0,0,0,0,0,81920000,31884000,0,0,0,0,0,0
CON__Q04695;A1L595;A0A140T867;CON__Q99PS0,CON__Q04695;A1L595;A0A140T867,7;0;0;0,";sp|A1L595|K1C17_BOVIN Keratin, type I cytoskeletal 17 OS=Bos taurus OX=9913 GN=KRT17 PE=2 SV=1;tr|A0A140T867|A0A140T867_BOVIN Keratin, type I cytoskeletal 17 OS=Bos taurus OX=9913 GN=KRT17 PE=3 SV=1",48.105,840910000,0,310180000,178320000,0,0,0,103580000,0,0,0,0,50029000,0,0,0
A5D7Q4;A0A3Q1M1B2;A0A3Q1LIJ0;F6PS38,A5D7Q4;A0A3Q1M1B2;A0A3Q1LIJ0;F6PS38,2;2;2;2,tr|A5D7Q4|A5D7Q4_BOVIN CSDA protein OS=Bos taurus OX=9913 GN=CSDA PE=2 SV=1;tr|A0A3Q1M1B2|A0A3Q1M1B2_BOVIN Y-box binding protein 3 OS=Bos taurus OX=9913 GN=YBX3 PE=1 SV=1;tr|A0A3Q1LIJ0|A0A3Q1LIJ0_BOVIN Y-box binding protein 3 OS=Bos taurus OX=9913 GN=YBX3 ,39.958,2232000000,0,0,0,0,0,338750000,0,0,0,0,0,0,0,0,0
P00428;A0A3Q1MBD7,P00428;A0A3Q1MBD7,5;5,"sp|P00428|COX5B_BOVIN Cytochrome c oxidase subunit 5B, mitochondrial OS=Bos taurus OX=9913 GN=COX5B PE=1 SV=2;tr|A0A3Q1MBD7|A0A3Q1MBD7_BOVIN Cytochrome c oxidase polypeptide Vb OS=Bos taurus OX=9913 GN=COX5B PE=4 SV=1",13.834,559140000,0,64617000,0,0,32536000,106430000,33991000,0,35888000,45579000,55971000,44543000,52156000,0,43621000
Q08E38;A0A3Q1MKU5,Q08E38;A0A3Q1MKU5,10;8,sp|Q08E38|PRP19_BOVIN Pre-mRNA-processing factor 19 OS=Bos taurus OX=9913 GN=PRPF19 PE=2 SV=1;tr|A0A3Q1MKU5|A0A3Q1MKU5_BOVIN Pre-mRNA-processing factor 19 OS=Bos taurus OX=9913 GN=PRPF19 PE=3 SV=1,55.194,293640000,0,0,0,0,45371000,0,0,0,0,0,37416000,0,0,40755000,55802000
Q9XSA7,Q9XSA7,12,sp|Q9XSA7|CLIC4_BOVIN Chloride intracellular channel protein 4 OS=Bos taurus OX=9913 GN=CLIC4 PE=2 SV=3,28.727,326550000,0,33002000,0,0,0,0,0,0,0,0,30236000,0,26791000,18995000,25925000
CON__Q14525;CON__Q497I4,CON__Q14525,4;0,,46.213,415990000,0,10731000,0,0,0,0,0,0,0,0,0,0,0,0,526100000
Q3T0B2;F1MXE4,Q3T0B2;F1MXE4,7;7,sp|Q3T0B2|PSMD6_BOVIN 26S proteasome non-ATPase regulatory subunit 6 OS=Bos taurus OX=9913 GN=PSMD6 PE=2 SV=1;tr|F1MXE4|F1MXE4_BOVIN 26S proteasome non-ATPase regulatory subunit 6 OS=Bos taurus OX=9913 GN=PSMD6 PE=3 SV=1,45.533,229180000,0,32759000,0,0,0,0,0,0,0,0,0,24284000,0,0,24604000
Q95M40;A0A3Q1MKY2,Q95M40;A0A3Q1MKY2,4;4,tr|Q95M40|Q95M40_BOVIN Thioredoxin domain-containing protein 17 (Fragment) OS=Bos taurus OX=9913 PE=2 SV=1;tr|A0A3Q1MKY2|A0A3Q1MKY2_BOVIN Thioredoxin domain-containing protein 17 OS=Bos taurus OX=9913 GN=TXNDC17 PE=1 SV=1,11.774,398190000,0,27497000,0,0,0,0,0,0,0,73474000,39011000,0,78316000,33089000,42384000
P37980,P37980,13,sp|P37980|IPYR_BOVIN Inorganic pyrophosphatase OS=Bos taurus OX=9913 GN=PPA1 PE=1 SV=2,32.814,297200000,0,21591000,0,0,75360000,0,83739000,0,33790000,0,0,0,32236000,0,0
A0A3Q1M1M7;Q8SPJ1,A0A3Q1M1M7;Q8SPJ1,14;14,tr|A0A3Q1M1M7|A0A3Q1M1M7_BOVIN Junction plakoglobin OS=Bos taurus OX=9913 GN=JUP PE=1 SV=1;sp|Q8SPJ1|PLAK_BOVIN Junction plakoglobin OS=Bos taurus OX=9913 GN=JUP PE=2 SV=1,81.357,236210000,0,101810000,0,0,0,0,0,0,0,0,0,0,0,0,0
Q3T083;A0A3Q1MA40,Q3T083;A0A3Q1MA40,6;4,sp|Q3T083|SDF2L_BOVIN Stromal cell-derived factor 2-like protein 1 OS=Bos taurus OX=9913 GN=SDF2L1 PE=2 SV=1;tr|A0A3Q1MA40|A0A3Q1MA40_BOVIN Stromal cell-derived factor 2-like protein 1 OS=Bos taurus OX=9913 GN=SDF2L1 PE=4 SV=1,23.557,287830000,0,50956000,37641000,0,0,0,0,0,0,0,0,15307000,22065000,21661000,0
Q3T0L7;A0A452DJ34,Q3T0L7;A0A452DJ34,8;7,sp|Q3T0L7|RL28_BOVIN 60S ribosomal protein L28 OS=Bos taurus OX=9913 GN=RPL28 PE=2 SV=3;tr|A0A452DJ34|A0A452DJ34_BOVIN 60S ribosomal protein L28 OS=Bos taurus OX=9913 GN=RPL28 PE=3 SV=1,15.692,168130000,0,0,0,0,0,0,0,0,0,0,29989000,19336000,15429000,13024000,22521000
A0A3Q1M4I4;Q8SQ21;A0A3Q1MXK6,A0A3Q1M4I4;Q8SQ21;A0A3Q1MXK6,3;3;2,"tr|A0A3Q1M4I4|A0A3Q1M4I4_BOVIN Histidine triad nucleotide-binding protein 2, mitochondrial OS=Bos taurus OX=9913 GN=HINT2 PE=1 SV=1;sp|Q8SQ21|HINT2_BOVIN Adenosine 5-monophosphoramidase HINT2 OS=Bos taurus OX=9913 GN=HINT2 PE=2 SV=1;tr|A0A3Q1MXK6|A0A3Q1MX",16.433,287200000,0,0,0,0,67004000,0,67428000,0,24760000,36368000,23104000,0,0,17408000,22893000
